protein_id,buffer,sugar,surfactant,amino_acid,ph,temperature_c,buf_conc_mM,sug_conc_mM,sur_conc_mM,aa_conc_mM,aggregation_score,oxidation_level,deamidation_level,potency_retention,viscosity_class,shelf_life_score
O15520,citric acid,sucrose,polysorbate 80,glycine,7.0,4,10.0,300.0,0.08,200.0,0.0239,0.3997,0.5667,0.7425,2,0.7337
O15520,histidine,sorbitol,polysorbate 20,arginine,5.0,4,10.0,200.0,0.045,100.0,0.1361,0.3173,0.4522,0.7854,0,0.7125
O15520,phosphoric acid,trehalose,polysorbate 20,none,7.0,25,10.0,300.0,0.045,0.0,0.0451,0.4162,0.6375,0.7474,1,0.6659
O15520,histidine,sucrose,polysorbate 80,glycine,7.4,4,50.0,100.0,0.045,50.0,0.1086,0.3501,0.5384,0.7501,0,0.6596
O15520,citric acid,trehalose,polysorbate 80,methionine,7.4,4,10.0,100.0,0.045,5.5,0.0111,0.2751,0.5289,0.797,0,0.7592
O15520,histidine,trehalose,polysorbate 80,arginine,7.4,40,50.0,100.0,0.045,50.0,0.1082,0.4399,0.6325,0.6333,0,0.6548
O15520,phosphoric acid,sucrose,polysorbate 80,proline,7.4,4,10.0,100.0,0.08,50.0,0.0835,0.4278,0.6212,0.701,0,0.6536
O15520,citric acid,trehalose,poloxamer 188,proline,5.0,4,10.0,300.0,0.03,150.0,0.1571,0.4269,0.4254,0.6873,2,0.6728
O15520,phosphoric acid,mannitol,polysorbate 80,none,7.4,40,10.0,300.0,0.08,0.0,0.3305,0.5114,0.7258,0.5389,1,0.4824
O15520,histidine,sucrose,poloxamer 188,arginine,7.0,4,50.0,100.0,0.03,50.0,0.0638,0.3141,0.5211,0.7567,0,0.7204
O15520,histidine,sucrose,polysorbate 80,none,7.4,25,30.0,300.0,0.08,0.0,0.0715,0.3171,0.5369,0.8052,1,0.7083
O15520,citric acid,sorbitol,poloxamer 188,arginine,5.5,25,30.0,200.0,0.01,150.0,0.2517,0.4071,0.4138,0.6827,1,0.6434
O15520,citric acid,sorbitol,polysorbate 80,proline,5.0,25,10.0,300.0,0.01,100.0,0.2175,0.4643,0.4164,0.6821,1,0.6475
O15520,phosphoric acid,mannitol,poloxamer 188,arginine,5.0,25,30.0,100.0,0.03,100.0,0.2719,0.4226,0.5564,0.6046,0,0.5498
O15520,acetic acid,mannitol,poloxamer 188,methionine,5.5,40,30.0,200.0,0.03,1.0,0.4085,0.3893,0.5995,0.4898,0,0.5514
O75610,histidine,sorbitol,poloxamer 188,proline,5.5,4,50.0,200.0,0.05,50.0,0.3325,0.2077,0.0214,0.781,0,0.8005
O75610,acetic acid,sorbitol,poloxamer 188,arginine,5.0,4,30.0,200.0,0.05,150.0,0.2264,0.3394,0.084,0.7737,1,0.7599
O75610,histidine,trehalose,polysorbate 80,proline,5.5,25,10.0,300.0,0.045,50.0,0.0509,0.2187,0.057,0.8654,1,0.8978
O75610,citric acid,sorbitol,poloxamer 188,methionine,6.0,40,50.0,300.0,0.03,10.0,0.4253,0.3166,0.1314,0.6651,1,0.6594
O75610,acetic acid,mannitol,polysorbate 20,none,6.5,25,50.0,200.0,0.01,0.0,0.1535,0.3464,0.141,0.8301,0,0.7649
O75610,acetic acid,sucrose,polysorbate 80,proline,6.5,25,10.0,300.0,0.01,50.0,0.0741,0.3669,0.1495,0.8359,1,0.8156
O75610,histidine,sucrose,polysorbate 80,methionine,7.4,4,10.0,200.0,0.08,10.0,0.0281,0.1066,0.1289,0.9411,0,0.8869
O75610,phosphoric acid,trehalose,polysorbate 20,none,7.0,4,10.0,300.0,0.08,0.0,0.0232,0.3582,0.2341,0.8655,1,0.8115
O75610,acetic acid,sorbitol,polysorbate 80,proline,7.4,25,30.0,300.0,0.045,150.0,0.1533,0.3473,0.2293,0.8026,2,0.7662
O75610,phosphoric acid,sucrose,polysorbate 80,methionine,5.0,25,30.0,200.0,0.045,5.5,0.0289,0.1828,0.185,0.9065,0,0.8769
O75610,acetic acid,sucrose,polysorbate 80,glycine,7.0,40,30.0,300.0,0.01,125.0,0.1908,0.4337,0.3453,0.6527,2,0.6947
O75610,acetic acid,trehalose,polysorbate 20,methionine,6.5,4,50.0,300.0,0.045,10.0,0.0896,0.1628,0.1696,0.8796,1,0.8467
O75610,acetic acid,sorbitol,poloxamer 188,glycine,7.0,4,30.0,200.0,0.03,200.0,0.3551,0.3238,0.2563,0.7037,1,0.6827
O75610,acetic acid,mannitol,polysorbate 20,proline,5.0,4,50.0,100.0,0.01,100.0,0.2567,0.3353,0.1012,0.7541,0,0.785
O75610,phosphoric acid,sucrose,poloxamer 188,proline,6.5,4,30.0,200.0,0.03,100.0,0.1712,0.319,0.1139,0.7914,0,0.7612
O75610,phosphoric acid,sucrose,poloxamer 188,glycine,5.5,4,50.0,200.0,0.05,50.0,0.1722,0.3175,0.1217,0.8102,0,0.8066
O75610,histidine,mannitol,polysorbate 80,proline,5.5,4,50.0,200.0,0.01,100.0,0.288,0.1993,0.0643,0.8316,0,0.7902
O75610,acetic acid,sorbitol,polysorbate 20,arginine,7.4,25,50.0,100.0,0.045,100.0,0.168,0.3204,0.2448,0.8179,0,0.7754
O75610,acetic acid,mannitol,poloxamer 188,arginine,6.5,4,50.0,300.0,0.01,100.0,0.2438,0.3209,0.1114,0.7798,1,0.7969
O75610,acetic acid,mannitol,polysorbate 80,none,6.0,25,30.0,100.0,0.045,0.0,0.1961,0.3084,0.1436,0.7806,0,0.7701
O75610,histidine,trehalose,polysorbate 20,proline,5.0,25,50.0,200.0,0.01,150.0,0.0625,0.2022,0.0216,0.9241,1,0.8817
O75610,histidine,sucrose,poloxamer 188,proline,6.0,4,50.0,300.0,0.03,100.0,0.1106,0.2169,0.0557,0.8756,1,0.8647
O75610,citric acid,mannitol,polysorbate 80,proline,7.0,25,30.0,300.0,0.08,100.0,0.2099,0.2946,0.151,0.8051,1,0.7742
O75610,citric acid,sorbitol,polysorbate 20,proline,7.0,40,30.0,300.0,0.08,50.0,0.3387,0.407,0.2636,0.6428,1,0.6566
O75610,histidine,trehalose,poloxamer 188,methionine,5.5,40,50.0,200.0,0.03,10.0,0.2746,0.1774,0.1655,0.7323,0,0.7721
O75610,acetic acid,sucrose,poloxamer 188,glycine,6.0,25,10.0,100.0,0.01,200.0,0.223,0.3176,0.1591,0.8177,1,0.7598
O75610,phosphoric acid,sorbitol,polysorbate 20,proline,5.0,40,10.0,200.0,0.045,100.0,0.3457,0.4064,0.2562,0.6426,0,0.6724
O75610,citric acid,mannitol,poloxamer 188,none,5.5,25,10.0,100.0,0.01,0.0,0.3225,0.2963,0.0511,0.7306,0,0.7604
O75610,citric acid,sucrose,polysorbate 80,proline,6.5,25,50.0,200.0,0.045,150.0,0.1034,0.3333,0.08,0.8631,1,0.8215
O75610,histidine,trehalose,polysorbate 80,proline,5.5,4,30.0,200.0,0.08,150.0,0.076,0.2286,0.0094,0.8803,1,0.887
O75610,citric acid,sucrose,poloxamer 188,methionine,5.0,4,10.0,200.0,0.05,5.5,0.1141,0.1805,0.0361,0.8595,0,0.8975
O75610,histidine,sorbitol,polysorbate 20,arginine,6.5,40,10.0,100.0,0.01,150.0,0.2834,0.334,0.1346,0.7214,1,0.7597
O75610,histidine,mannitol,polysorbate 20,arginine,5.5,40,10.0,200.0,0.045,150.0,0.2544,0.313,0.1466,0.7489,1,0.7484
O75610,acetic acid,trehalose,polysorbate 20,glycine,5.5,4,10.0,100.0,0.045,125.0,0.1548,0.319,0.1417,0.8006,1,0.8043
O75610,acetic acid,mannitol,poloxamer 188,arginine,6.5,40,30.0,300.0,0.01,100.0,0.2763,0.4186,0.2192,0.6728,1,0.718
O75610,acetic acid,sorbitol,poloxamer 188,glycine,6.0,4,30.0,200.0,0.05,125.0,0.3446,0.2821,0.1819,0.7471,1,0.7074
O75610,phosphoric acid,sucrose,poloxamer 188,none,5.0,40,50.0,100.0,0.05,0.0,0.2966,0.433,0.2277,0.6599,0,0.671
O75610,citric acid,mannitol,poloxamer 188,methionine,6.0,40,50.0,200.0,0.05,1.0,0.4131,0.2658,0.1124,0.6855,0,0.733
O75610,citric acid,sorbitol,polysorbate 20,arginine,6.5,25,30.0,100.0,0.01,100.0,0.1773,0.3459,0.0476,0.8051,0,0.8278
O75610,citric acid,trehalose,polysorbate 20,proline,7.4,25,10.0,200.0,0.01,100.0,0.0345,0.3115,0.1218,0.89,0,0.8751
O75610,acetic acid,sorbitol,polysorbate 20,methionine,5.0,4,50.0,200.0,0.08,1.0,0.2398,0.2009,0.1235,0.8261,0,0.8042
O75610,phosphoric acid,sorbitol,poloxamer 188,none,7.4,25,30.0,300.0,0.01,0.0,0.334,0.3272,0.2334,0.7324,1,0.7158
O75610,histidine,trehalose,poloxamer 188,methionine,7.4,4,10.0,200.0,0.01,10.0,0.1552,0.0783,0.1199,0.8405,0,0.8825
O75610,phosphoric acid,mannitol,poloxamer 188,arginine,5.0,4,10.0,300.0,0.05,150.0,0.2468,0.3347,0.1021,0.7734,2,0.7259
O75610,citric acid,sorbitol,polysorbate 20,methionine,6.5,40,10.0,200.0,0.01,10.0,0.3663,0.2578,0.1662,0.7118,0,0.7083
O75610,phosphoric acid,mannitol,polysorbate 80,arginine,6.5,25,10.0,200.0,0.045,150.0,0.1112,0.3365,0.1242,0.8318,1,0.8076
O75610,citric acid,sucrose,polysorbate 80,none,7.4,40,50.0,100.0,0.01,0.0,0.1384,0.3849,0.2456,0.7188,0,0.7444
O75610,acetic acid,trehalose,polysorbate 20,glycine,5.0,25,50.0,200.0,0.08,125.0,0.0961,0.353,0.1356,0.8217,1,0.825
O75610,citric acid,sucrose,polysorbate 20,glycine,7.0,4,10.0,300.0,0.08,125.0,0.0178,0.334,0.1521,0.8759,2,0.8083
O75610,acetic acid,sorbitol,polysorbate 80,glycine,7.4,4,10.0,200.0,0.045,200.0,0.2024,0.3119,0.2431,0.7865,1,0.7825
O75610,acetic acid,sorbitol,polysorbate 80,methionine,5.5,40,10.0,200.0,0.08,10.0,0.3104,0.2696,0.2641,0.6981,0,0.7411
O75610,citric acid,sorbitol,polysorbate 80,methionine,5.5,4,30.0,200.0,0.01,10.0,0.2339,0.1564,0.0144,0.8256,0,0.8685
O75610,acetic acid,trehalose,polysorbate 20,none,7.4,40,30.0,100.0,0.01,0.0,0.2275,0.4665,0.3579,0.6707,0,0.6501
O75610,acetic acid,trehalose,polysorbate 20,methionine,7.4,4,50.0,200.0,0.08,5.5,0.0405,0.1965,0.2494,0.8771,0,0.8578
O75610,phosphoric acid,sucrose,polysorbate 80,none,5.0,4,30.0,100.0,0.045,0.0,0.1016,0.3552,0.167,0.8303,0,0.8196
O75610,phosphoric acid,sucrose,polysorbate 80,proline,7.0,40,30.0,200.0,0.045,150.0,0.1906,0.4203,0.3562,0.6485,1,0.7119
O75610,phosphoric acid,trehalose,poloxamer 188,arginine,7.0,4,30.0,100.0,0.05,100.0,0.076,0.3352,0.2242,0.8352,0,0.8011
O75610,phosphoric acid,sorbitol,polysorbate 80,arginine,6.0,40,50.0,200.0,0.01,100.0,0.1974,0.4379,0.2295,0.7114,0,0.7208
O75610,histidine,mannitol,polysorbate 80,glycine,6.5,25,50.0,200.0,0.045,125.0,0.2371,0.2104,0.0293,0.827,1,0.8504
O75610,phosphoric acid,mannitol,poloxamer 188,proline,6.5,4,30.0,300.0,0.03,50.0,0.3589,0.3134,0.1626,0.6865,1,0.6898
O76093,acetic acid,sucrose,polysorbate 80,glycine,5.0,4,10.0,100.0,0.045,125.0,0.0596,0.3048,0.2116,0.8507,1,0.817
O76093,citric acid,sorbitol,polysorbate 20,arginine,6.5,4,30.0,200.0,0.08,150.0,0.1531,0.3457,0.1486,0.8185,1,0.7891
O76093,acetic acid,sorbitol,polysorbate 20,arginine,7.4,4,10.0,200.0,0.01,50.0,0.1061,0.353,0.3315,0.7666,0,0.7487
O76093,phosphoric acid,trehalose,polysorbate 80,none,6.0,40,50.0,300.0,0.01,0.0,0.1276,0.4235,0.3501,0.7088,1,0.6989
O76093,histidine,trehalose,polysorbate 20,arginine,5.5,25,50.0,100.0,0.045,50.0,0.0,0.2534,0.1532,0.9349,0,0.9016
O76093,phosphoric acid,sucrose,polysorbate 20,proline,7.0,4,30.0,100.0,0.01,50.0,0.1227,0.3041,0.3585,0.7869,0,0.7411
O76093,acetic acid,sorbitol,polysorbate 20,proline,7.0,40,10.0,200.0,0.01,150.0,0.3267,0.4508,0.4533,0.5758,1,0.6129
O76093,acetic acid,mannitol,poloxamer 188,none,5.5,4,10.0,300.0,0.03,0.0,0.2859,0.3362,0.2372,0.733,1,0.7289
O76093,phosphoric acid,sucrose,poloxamer 188,arginine,7.0,40,30.0,100.0,0.03,100.0,0.1772,0.4708,0.4068,0.6446,0,0.6733
O76093,citric acid,trehalose,polysorbate 20,arginine,5.0,4,10.0,200.0,0.045,100.0,0.0092,0.3299,0.1421,0.8771,0,0.8501
O76093,citric acid,sucrose,polysorbate 20,methionine,6.5,40,30.0,300.0,0.08,1.0,0.1968,0.2987,0.2607,0.7102,1,0.7519
O76093,phosphoric acid,sucrose,polysorbate 20,none,5.5,25,30.0,200.0,0.045,0.0,0.0627,0.3118,0.2504,0.8206,0,0.8194
O76093,phosphoric acid,sorbitol,polysorbate 80,methionine,6.0,40,10.0,200.0,0.08,5.5,0.2896,0.3163,0.3253,0.6786,0,0.7075
O76093,histidine,sucrose,poloxamer 188,proline,6.5,40,10.0,300.0,0.05,150.0,0.2379,0.3489,0.2187,0.7355,2,0.7348
O76093,citric acid,sorbitol,poloxamer 188,none,5.0,25,30.0,200.0,0.01,0.0,0.3038,0.3259,0.1594,0.7371,0,0.7179
O76093,acetic acid,mannitol,polysorbate 80,glycine,7.4,25,10.0,300.0,0.045,125.0,0.1984,0.3083,0.3797,0.7409,2,0.7309
O76093,histidine,sucrose,polysorbate 80,none,5.0,40,30.0,200.0,0.01,0.0,0.178,0.3122,0.2431,0.7522,0,0.7584
O76093,acetic acid,mannitol,polysorbate 20,proline,7.0,4,50.0,100.0,0.01,150.0,0.2742,0.3523,0.3616,0.7031,1,0.6546
O76093,acetic acid,trehalose,polysorbate 80,methionine,5.0,4,30.0,300.0,0.045,5.5,0.0366,0.1858,0.2542,0.8353,1,0.8532
O76093,acetic acid,sorbitol,poloxamer 188,proline,6.0,4,10.0,100.0,0.01,150.0,0.3431,0.3263,0.2691,0.7195,1,0.7103
O76093,phosphoric acid,sucrose,polysorbate 20,none,5.0,4,30.0,100.0,0.01,0.0,0.0819,0.3506,0.2759,0.8331,0,0.7574
O76093,citric acid,sorbitol,polysorbate 20,methionine,7.4,40,50.0,300.0,0.045,5.5,0.2974,0.275,0.353,0.6917,1,0.6759
O76093,phosphoric acid,sorbitol,polysorbate 20,arginine,5.5,4,10.0,100.0,0.01,50.0,0.1604,0.2915,0.2721,0.7837,0,0.7679
O76093,citric acid,sucrose,polysorbate 80,methionine,7.4,4,50.0,100.0,0.045,10.0,0.0791,0.2048,0.1865,0.8693,0,0.8489
O76093,citric acid,sucrose,polysorbate 20,methionine,5.5,25,30.0,100.0,0.01,1.0,0.0748,0.2164,0.1255,0.8955,0,0.8747
O76093,citric acid,sorbitol,polysorbate 20,methionine,5.0,25,50.0,100.0,0.01,5.5,0.2762,0.1685,0.1286,0.8352,0,0.8089
O76093,acetic acid,sucrose,polysorbate 20,arginine,5.0,40,50.0,200.0,0.045,100.0,0.0453,0.4211,0.351,0.7521,0,0.7367
O76093,phosphoric acid,sucrose,polysorbate 20,methionine,6.5,40,50.0,300.0,0.08,10.0,0.0676,0.2924,0.3188,0.7311,1,0.733
O76093,acetic acid,trehalose,poloxamer 188,arginine,7.0,4,30.0,300.0,0.03,150.0,0.0994,0.3345,0.3387,0.8199,2,0.771
O76093,histidine,mannitol,poloxamer 188,methionine,6.5,4,30.0,300.0,0.05,5.5,0.3535,0.054,0.1425,0.7815,1,0.795
O76093,acetic acid,sorbitol,polysorbate 80,glycine,6.0,40,10.0,200.0,0.045,125.0,0.3142,0.4444,0.3442,0.6346,1,0.6518
O76093,citric acid,trehalose,poloxamer 188,proline,7.0,40,50.0,200.0,0.01,100.0,0.3363,0.4256,0.3244,0.6278,0,0.6244
O76093,acetic acid,sorbitol,poloxamer 188,proline,6.5,4,50.0,100.0,0.03,150.0,0.3828,0.3262,0.2319,0.6932,1,0.6938
O76093,histidine,sorbitol,polysorbate 80,glycine,5.5,4,50.0,200.0,0.01,125.0,0.217,0.2191,0.1765,0.7951,1,0.7952
O76093,acetic acid,mannitol,polysorbate 80,glycine,7.0,4,10.0,200.0,0.045,125.0,0.2413,0.2993,0.3528,0.722,1,0.7243
O76093,citric acid,trehalose,poloxamer 188,arginine,5.0,25,30.0,100.0,0.05,50.0,0.0795,0.3457,0.1654,0.8486,0,0.8199
O76093,histidine,trehalose,polysorbate 20,proline,6.0,25,10.0,300.0,0.045,50.0,0.0481,0.2204,0.1727,0.8661,1,0.8421
O76093,histidine,sucrose,polysorbate 20,methionine,5.0,4,50.0,300.0,0.01,10.0,0.075,0.066,0.1242,0.8965,1,0.9033
O76093,histidine,sucrose,polysorbate 80,arginine,5.5,25,10.0,300.0,0.045,150.0,0.0,0.2367,0.1623,0.9071,2,0.8765
O76093,acetic acid,sorbitol,poloxamer 188,arginine,5.5,40,30.0,200.0,0.01,50.0,0.3357,0.4421,0.3687,0.6119,0,0.6131
O76093,citric acid,sorbitol,polysorbate 20,arginine,5.5,25,30.0,200.0,0.08,50.0,0.1119,0.303,0.1566,0.8446,0,0.8289
O76093,histidine,mannitol,polysorbate 20,methionine,6.0,40,50.0,100.0,0.01,10.0,0.3345,0.21,0.2336,0.7256,0,0.7323
O76093,acetic acid,trehalose,polysorbate 80,methionine,6.5,25,30.0,300.0,0.08,5.5,0.0368,0.1937,0.2514,0.884,1,0.8534
O76093,histidine,sorbitol,polysorbate 80,arginine,7.4,40,10.0,100.0,0.045,100.0,0.2572,0.3797,0.3669,0.6743,0,0.6754
O76093,acetic acid,trehalose,polysorbate 20,arginine,6.5,4,50.0,300.0,0.01,150.0,0.0052,0.3422,0.2438,0.8404,2,0.8205
O76093,histidine,mannitol,polysorbate 20,methionine,7.4,40,50.0,200.0,0.08,10.0,0.2266,0.1861,0.3335,0.7687,0,0.7539
O76093,phosphoric acid,mannitol,polysorbate 80,proline,7.0,40,10.0,300.0,0.045,100.0,0.2694,0.4309,0.4223,0.638,1,0.6421
O76093,citric acid,sorbitol,poloxamer 188,proline,7.4,25,10.0,200.0,0.01,50.0,0.3504,0.3161,0.2439,0.6889,0,0.7059
O76093,phosphoric acid,sorbitol,poloxamer 188,glycine,7.0,40,30.0,100.0,0.01,200.0,0.4539,0.4418,0.4433,0.5555,1,0.585
O76093,phosphoric acid,mannitol,poloxamer 188,glycine,5.0,4,50.0,300.0,0.03,50.0,0.2965,0.3347,0.2215,0.7193,1,0.7165
O76093,phosphoric acid,sorbitol,poloxamer 188,arginine,7.4,4,30.0,200.0,0.05,150.0,0.2748,0.3268,0.3385,0.7162,1,0.6798
O76093,phosphoric acid,sucrose,polysorbate 80,arginine,6.5,25,50.0,300.0,0.01,100.0,0.0,0.3019,0.2689,0.8423,1,0.8432
O76093,phosphoric acid,trehalose,poloxamer 188,none,7.0,40,50.0,300.0,0.05,0.0,0.2169,0.4453,0.4567,0.646,1,0.6228
O76093,citric acid,mannitol,polysorbate 20,proline,7.4,40,50.0,300.0,0.01,150.0,0.3125,0.4082,0.3382,0.6555,2,0.667
O76093,acetic acid,trehalose,polysorbate 80,proline,7.0,40,10.0,200.0,0.045,50.0,0.1721,0.4124,0.4562,0.6666,0,0.6242
O76093,citric acid,sorbitol,polysorbate 20,arginine,5.0,4,30.0,100.0,0.045,50.0,0.1818,0.3314,0.1673,0.7725,0,0.7141
O76093,acetic acid,sucrose,polysorbate 20,none,6.5,40,50.0,300.0,0.045,0.0,0.1634,0.4377,0.3094,0.6719,1,0.7656
O76093,phosphoric acid,sorbitol,poloxamer 188,methionine,6.5,40,30.0,300.0,0.03,1.0,0.3959,0.2965,0.3302,0.5949,1,0.6502
O76093,citric acid,trehalose,polysorbate 20,methionine,5.5,40,50.0,300.0,0.01,10.0,0.1471,0.2739,0.2409,0.7661,1,0.7837
O76093,citric acid,sorbitol,polysorbate 20,arginine,7.4,4,50.0,200.0,0.01,150.0,0.1038,0.3416,0.2043,0.7741,1,0.8095
O95393,acetic acid,sucrose,polysorbate 80,proline,7.0,25,10.0,300.0,0.01,50.0,0.0848,0.3536,0.4366,0.7586,1,0.7238
O95393,phosphoric acid,mannitol,polysorbate 20,proline,6.0,25,10.0,100.0,0.01,150.0,0.205,0.3399,0.3775,0.7691,1,0.6944
O95393,acetic acid,sucrose,polysorbate 20,proline,5.5,4,50.0,200.0,0.01,50.0,0.2253,0.3164,0.3777,0.7233,0,0.7078
O95393,phosphoric acid,sucrose,polysorbate 80,methionine,6.5,40,30.0,300.0,0.045,5.5,0.1621,0.3311,0.447,0.709,1,0.6961
O95393,acetic acid,sorbitol,poloxamer 188,none,5.5,4,50.0,300.0,0.03,0.0,0.4312,0.351,0.3476,0.6524,1,0.6167
O95393,acetic acid,sorbitol,polysorbate 80,proline,5.0,40,50.0,300.0,0.045,100.0,0.5932,0.4564,0.4804,0.4982,1,0.4607
O95393,citric acid,sorbitol,polysorbate 20,none,5.0,40,30.0,300.0,0.045,0.0,0.612,0.431,0.3762,0.513,1,0.4748
O95393,histidine,trehalose,poloxamer 188,arginine,7.0,40,50.0,200.0,0.05,150.0,0.209,0.3453,0.4493,0.7,1,0.6649
O95393,histidine,sucrose,polysorbate 80,none,7.0,40,10.0,300.0,0.08,0.0,0.1454,0.3562,0.4782,0.6865,1,0.7149
O95393,citric acid,sorbitol,poloxamer 188,arginine,5.0,40,50.0,100.0,0.01,100.0,0.6552,0.4112,0.3539,0.4826,0,0.518
O95393,citric acid,trehalose,poloxamer 188,none,6.5,4,50.0,300.0,0.03,0.0,0.0908,0.4057,0.2751,0.7899,1,0.7831
O95393,acetic acid,sucrose,polysorbate 20,arginine,6.0,25,10.0,200.0,0.01,150.0,0.0765,0.3721,0.3834,0.7837,1,0.7399
O95393,phosphoric acid,sorbitol,polysorbate 20,arginine,5.0,4,50.0,100.0,0.045,50.0,0.425,0.3382,0.3507,0.6314,0,0.6218
O95393,citric acid,mannitol,polysorbate 80,glycine,6.0,25,50.0,100.0,0.01,200.0,0.2023,0.3585,0.2637,0.7617,1,0.7219
O95393,phosphoric acid,trehalose,polysorbate 80,arginine,6.0,25,10.0,200.0,0.01,100.0,0.0985,0.3819,0.3396,0.7828,0,0.732
O95393,phosphoric acid,mannitol,polysorbate 20,arginine,5.0,4,10.0,300.0,0.08,50.0,0.3755,0.3279,0.3731,0.6632,1,0.6588
O95393,acetic acid,sorbitol,polysorbate 80,proline,5.0,25,30.0,300.0,0.045,50.0,0.5158,0.3822,0.3474,0.6191,1,0.5875
O95393,acetic acid,sucrose,polysorbate 20,glycine,5.0,25,50.0,300.0,0.08,50.0,0.3217,0.3393,0.3967,0.6947,1,0.6632
O95393,citric acid,trehalose,polysorbate 20,none,6.5,25,10.0,300.0,0.08,0.0,0.0449,0.3303,0.2531,0.8298,1,0.7857
O95393,citric acid,trehalose,polysorbate 20,none,5.5,4,50.0,200.0,0.08,0.0,0.2023,0.3209,0.2421,0.7878,0,0.7622
O95393,acetic acid,sucrose,polysorbate 80,methionine,7.0,25,50.0,100.0,0.01,1.0,0.0911,0.1844,0.4439,0.812,0,0.788
O95393,acetic acid,mannitol,poloxamer 188,proline,7.4,25,30.0,300.0,0.01,150.0,0.3474,0.3448,0.4414,0.6747,2,0.6087
O95393,phosphoric acid,sucrose,polysorbate 80,none,7.0,4,30.0,100.0,0.045,0.0,0.0873,0.3812,0.481,0.7577,0,0.681
O95393,histidine,trehalose,poloxamer 188,none,6.0,25,10.0,300.0,0.05,0.0,0.1759,0.276,0.257,0.8225,1,0.7956
O95393,phosphoric acid,mannitol,poloxamer 188,proline,7.4,25,30.0,100.0,0.05,100.0,0.4028,0.3608,0.4762,0.6637,0,0.5967
O95393,phosphoric acid,trehalose,polysorbate 20,none,6.0,4,50.0,100.0,0.08,0.0,0.0879,0.3457,0.3692,0.7615,0,0.7475
O95393,histidine,sorbitol,polysorbate 80,arginine,7.4,4,30.0,300.0,0.08,150.0,0.1725,0.2109,0.3952,0.8112,2,0.74
O95393,acetic acid,sorbitol,poloxamer 188,arginine,7.4,40,10.0,300.0,0.01,150.0,0.3559,0.4548,0.5891,0.5731,2,0.5165
O95393,acetic acid,sucrose,polysorbate 20,methionine,7.0,25,30.0,100.0,0.08,1.0,0.1205,0.2006,0.4661,0.7838,0,0.7867
O95393,histidine,sorbitol,polysorbate 20,glycine,6.5,4,10.0,300.0,0.01,125.0,0.2508,0.2399,0.2378,0.7725,2,0.7651
O95393,phosphoric acid,trehalose,polysorbate 80,none,7.4,25,50.0,100.0,0.01,0.0,0.1101,0.3798,0.4803,0.7654,0,0.7045
O95393,acetic acid,mannitol,polysorbate 80,proline,6.5,40,50.0,300.0,0.01,50.0,0.2779,0.4508,0.4857,0.6054,1,0.618
O95393,citric acid,sorbitol,polysorbate 80,proline,7.0,40,30.0,100.0,0.08,50.0,0.3433,0.4341,0.462,0.5962,0,0.5807
O95393,citric acid,sucrose,poloxamer 188,glycine,7.4,4,10.0,200.0,0.05,50.0,0.1792,0.3359,0.3869,0.7443,0,0.7406
O95393,phosphoric acid,trehalose,poloxamer 188,arginine,7.4,40,50.0,300.0,0.03,150.0,0.2354,0.4531,0.5443,0.5693,2,0.5772
O95393,acetic acid,sucrose,polysorbate 20,arginine,6.0,25,30.0,200.0,0.01,150.0,0.0,0.3823,0.3668,0.8197,1,0.7309
O95393,acetic acid,sorbitol,polysorbate 20,none,5.0,40,10.0,100.0,0.045,0.0,0.5833,0.4725,0.4702,0.4779,0,0.4952
O95393,acetic acid,sorbitol,polysorbate 20,arginine,6.5,4,30.0,100.0,0.08,50.0,0.222,0.3503,0.3659,0.7368,0,0.7442
O95393,citric acid,sorbitol,polysorbate 80,glycine,5.5,4,30.0,200.0,0.01,200.0,0.2896,0.3684,0.2622,0.7325,1,0.6818
O95393,histidine,sucrose,polysorbate 20,methionine,5.0,40,50.0,200.0,0.045,1.0,0.4512,0.2189,0.4267,0.6347,0,0.6089
O95393,histidine,sorbitol,polysorbate 80,proline,5.0,25,50.0,100.0,0.01,150.0,0.5066,0.2456,0.2286,0.6714,1,0.6698
O95393,acetic acid,sucrose,poloxamer 188,methionine,7.0,4,10.0,100.0,0.01,5.5,0.1647,0.2257,0.4742,0.7569,0,0.7213
O95393,phosphoric acid,sucrose,polysorbate 80,arginine,6.5,4,30.0,300.0,0.08,100.0,0.0375,0.3694,0.3646,0.7965,1,0.7663
O95393,histidine,sucrose,poloxamer 188,arginine,7.0,4,30.0,200.0,0.03,50.0,0.0909,0.2126,0.4053,0.8219,0,0.7862
O95393,acetic acid,trehalose,poloxamer 188,none,5.0,25,30.0,200.0,0.03,0.0,0.4509,0.34,0.3607,0.6135,0,0.655
O95393,histidine,mannitol,poloxamer 188,arginine,6.5,40,30.0,300.0,0.01,50.0,0.3025,0.3341,0.3557,0.6834,1,0.6724
O95393,histidine,sucrose,poloxamer 188,arginine,7.0,4,50.0,100.0,0.05,150.0,0.0858,0.2798,0.3791,0.8167,1,0.7823
O95393,phosphoric acid,mannitol,polysorbate 20,methionine,7.4,40,30.0,100.0,0.01,1.0,0.4247,0.3484,0.5507,0.5979,0,0.568
O95393,histidine,sucrose,polysorbate 80,proline,7.0,25,50.0,300.0,0.045,100.0,0.0845,0.2209,0.3611,0.8115,1,0.8082
